,title,median,mean,my_status
3325,Lost Universe,7.0,6.036412078152753,1126
3326,Lupin III: Part III,7.0,5.843621399176954,729
3329,Gakuen Senki Muryou,7.0,6.264214046822742,299
3332,Coyote Ragtime Show,7.0,5.963740458015267,1572
3345,Tom Sawyer no Bouken,7.0,5.592417061611374,422
3348,Oban Star-Racers,7.0,6.325842696629214,3293
3355,Gear Fighter Dendoh,7.0,5.8320610687022905,131
3362,Maze☆Bakunetsu Jikuu (TV),7.0,5.6869565217391305,345
3367,Uchuu no Kishi Tekkaman Blade,7.0,6.363261093911249,969
3372,Choujuushin Gravion Zwei,7.0,5.523329129886507,793
3375,Monster Farm: Enbanseki no Himitsu,7.0,5.600627943485087,3185
3384,Brigadoon: Marin to Melan,7.0,6.569482288828338,367
3385,Hyakujuu-Ou GoLion,7.0,5.679205851619645,957
3391,Doraemon (1979),7.0,6.145522388059701,1340
3403,Juusenki L-Gaim,7.0,6.122448979591836,98
3406,Mahou Senshi Louie,7.0,6.417948717948718,1560
3413,Afro Samurai,7.0,6.598096281585976,14603
3416,Robin Hood no Daibouken,7.0,5.58493353028065,677
3421,Kazoku Robinson Hyouryuuki: Fushigi na Shima no Flone,7.0,5.7153846153846155,260
3425,Taiyou no Ko Esteban,7.0,6.196451204055767,789
3430,Hi no Tori,7.0,6.642228739002933,341
3434,Kyoushoku Soukou Guyver (2005),7.0,6.4308632543926665,1309
3436,Urusei Yatsura,7.0,6.458579881656805,1014
3444,Hamelin no Violin Hiki,7.0,5.751824817518248,274
3446,Digimon Adventure 02,7.0,6.060176412936949,15305
3447,Chikyuu Bouei Kigyou Dai-Guard,7.0,6.409691629955947,454
3466,Future GPX Cyber Formula,7.0,6.468181818181818,220
3472,Macross 7,7.0,6.35645472061657,1557
3481,SF Saiyuuki Starzinger,7.0,5.5504587155963305,109
3484,Saber Marionette J to X,7.0,6.2385670731707314,1312
3485,Innocent Venus,7.0,6.1188997338065665,2254
3496,Yoroiden Samurai Troopers,7.0,6.177905308464849,1394
3497,Captain Future,7.0,5.504201680672269,238
3504,Fushigi no Umi no Nadia,7.0,6.585323491098567,2303
3505,Papuwa,7.0,5.166666666666667,60
3506,Erementar Gerad,7.0,6.683774589557758,6761
3507,"Zone of the Enders: Dolores, I",7.0,6.026392961876833,682
3509,Project BLUE Chikyuu SOS,7.0,5.824468085106383,188
3513,Medarot,7.0,5.837113402061855,4365
3514,Mushrambo,7.0,5.8943396226415095,1325
3517,Majutsushi Orphen,7.0,6.2475106685633,2109
3533,Star Ocean EX,7.0,5.898502495840266,1202
3535,Magic Knight Rayearth II,7.0,6.389392413561598,2979
3538,Majutsushi Orphen: Revenge,7.0,5.811594202898551,1104
3540,Betterman,7.0,5.7685589519650655,687
3550,Negima!?,7.0,6.216081491114001,4614
3560,Kachou Ouji,7.0,6.576070901033973,1354
3562,Akai Koudan Zillion,7.0,6.215827338129497,139
3563,Generator Gawl,7.0,6.12012012012012,666
3564,Pokemon Advanced Generation,7.0,5.782886196451752,9244
3565,Pokemon Diamond & Pearl,7.0,5.892136526494437,5303
3566,Kaitou Saint Tail,7.0,6.4609665427509295,807
3568,Ginga Tetsudou Monogatari: Eien e no Bunkiten,7.0,6.0,181
3572,Legendz: Yomigaeru Ryuuou Densetsu,7.0,6.486486486486487,111
3582,Glass no Kantai: La Legende du Vent de l&#039;Univers,7.0,5.812807881773399,609
3583,Eat-Man &#039;98,7.0,5.769620253164557,395
3584,Astro Boy: Tetsuwan Atom,7.0,5.563716814159292,1130
3586,Yokoyama Mitsuteru Sangokushi,7.0,6.0,273
