,title,median,mean,my_status
1023,Rozen Maiden: Träumend,8.0,6.814876519012152,10204
1025,Sunabouzu,8.0,6.775395238960567,5503
1028,Black Lagoon,8.0,7.527279572836802,29216
1031,Bungou Stray Dogs,8.0,6.77234375,12800
1034,Ushio to Tora (TV) 2nd Season,8.0,7.100687757909216,3635
1035,Air Gear,8.0,6.927534662045061,18464
1036,Yuu☆Yuu☆Hakusho,8.0,7.522341346473996,15017
1039,Basilisk: Kouga Ninpou Chou,8.0,7.018457481872116,9102
1042,Dragon Ball Z,8.0,7.178688571347081,35061
1046,Shakugan no Shana,8.0,7.0541266252119845,28304
1054,Tennis no Ouji-sama,8.0,7.171875,6464
1055,Drifters,8.0,7.201033944596176,10252
1061,Chrno Crusade,8.0,7.033331141936756,15211
1063,Naruto,8.0,7.04230165510938,50329
1064,Seihou Bukyou Outlaw Star,8.0,7.133513879485443,7385
1065,Initial D Fourth Stage,8.0,7.174977334542158,5515
1071,Fate/stay night,8.0,6.969703044013631,34921
1073,Texhnolyze,8.0,7.074325715462219,4857
1084,Zipang,8.0,7.0275,800
1086,Full Metal Panic! The Second Raid,8.0,7.287616580310881,19300
1088,Re:Creators,8.0,6.978409090909091,6160
1091,Utawarerumono,8.0,7.002568293252393,8566
1092,Trigun,8.0,7.483523734895039,24247
1097,Kenpuu Denki Berserk,8.0,7.668210233850428,17276
1098,Kekkai Sensen & Beyond,8.0,7.097327076106917,4901
1099,Mobile Suit Gundam: Iron-Blooded Orphans,8.0,7.17990509593563,4847
1100,Neon Genesis Evangelion,8.0,7.526676279740447,38836
1104,Full Metal Panic!,8.0,7.101288793422709,27002
1110,Rurouni Kenshin: Meiji Kenkaku Romantan,8.0,7.516392059832424,17783
1111,Full Metal Panic? Fumoffu,8.0,7.449126786119302,22045
1118,Kino no Tabi: The Beautiful World - The Animated Series,7.0,6.750579374275782,3452
1126,Highschool of the Dead,7.0,6.783540877097996,46175
1148,Dog Days,7.0,6.396896784348999,8894
1155,Sacred Seven,7.0,5.918422139611731,4842
1164,C: The Money of Soul and Possibility Control,7.0,6.691898634453781,15232
1166,Ikkitousen: Xtreme Xecutor,7.0,5.888069705093834,2984
1170,Kirakira☆Precure A La Mode,7.0,5.957446808510638,188
1173,Kamisama Dolls,7.0,6.424981923355025,5532
1178,Senkou no Night Raid,7.0,6.224938875305623,2045
1194,Deadman Wonderland,7.0,6.6794527025030295,33839
1196,Aquarion Evol,7.0,6.477825790311576,4397
1198,Digimon Xros Wars: Aku no Death General to Nanatsu no Oukoku,7.0,6.265060240963855,1245
1201,Hakuouki,7.0,6.578303519907674,8665
1203,Ben-To,7.0,6.6813145680491095,13358
1214,Last Exile: Ginyoku no Fam,7.0,6.217879604672057,2226
1247,Sengoku Otome: Momoiro Paradox,7.0,5.745187259362968,2857
1250,Danball Senki,7.0,6.055776892430279,251
1251,Ichiban Ushiro no Daimaou,7.0,6.403860321202298,20361
1268,Hakuouki Hekketsuroku,7.0,6.642925338934504,5237
1270,Hina Logi: From Luck & Logic,7.0,5.833585476550681,661
1289,Zoku Touken Ranbu: Hanamaru,7.0,6.085450346420323,433
1292,Star Driver: Kagayaki no Takuto,7.0,6.610195154777927,5944
1304,Suite Precure♪,7.0,6.315705128205129,624
1310,IS: Infinite Stratos,7.0,6.317648101377996,22569
1312,Super Robot Taisen OG: The Inspector,7.0,6.5150442477876105,565
