,title,median,mean,my_status
1239,Tamayura: Hitotose,7.0,6.59343312409464,2071
1244,Tono to Issho: Gantai no Yabou,7.0,5.5021097046413505,237
1245,Uta no☆Prince-sama♪ Maji Love 1000%,7.0,6.327377521613833,8675
1247,Sengoku Otome: Momoiro Paradox,7.0,5.745187259362968,2857
1251,Ichiban Ushiro no Daimaou,7.0,6.403860321202298,20361
1253,Anyamal Tantei Kiruminzoo,7.0,5.777777777777778,153
1262,Ladies versus Butlers!,7.0,6.069418879831712,11409
1263,Mitsuboshi Colors,7.0,6.826183431952662,1352
1270,Hina Logi: From Luck & Logic,7.0,5.833585476550681,661
1278,Keppeki Danshi! Aoyama-kun,7.0,6.0290546400693845,2306
1284,Motto To LOVE-Ru,7.0,6.68080570462398,13603
1285,Dae Jang Geum: Jang Geum&#039;s Dream 2,7.0,5.512820512820513,39
1289,Zoku Touken Ranbu: Hanamaru,7.0,6.085450346420323,433
1301,Oretachi ni Tsubasa wa Nai: Under the Innocent Sky.,7.0,6.021381227282446,4677
1305,Kuruneko Season 2,7.0,6.297297297297297,74
1310,IS: Infinite Stratos,7.0,6.317648101377996,22569
1316,Dororon Enma-kun Meeramera,7.0,5.87369420702754,1053
1321,Itsuka Tenma no Kuro Usagi,7.0,5.902499611861512,6441
1323,Astarotte no Omocha!,7.0,6.030808080808081,7920
1326,Blend S,7.0,6.756839754327191,7164
1331,Maria†Holic Alive,7.0,6.178783382789318,4044
1338,Action Heroine Cheer Fruits,7.0,5.842105263157895,380
1356,Denpa Onna to Seishun Otoko,7.0,6.5880078780363265,13709
1357,A-Channel,7.0,6.247100515463917,6208
1361,Hyakka Ryouran: Samurai Girls,7.0,6.145716898689158,9841
1363,Hoshizora e Kakaru Hashi,7.0,6.190519085688549,8881
1381,MM!,7.0,6.487915936952715,14275
1382,Osomatsu-san 2nd Season,7.0,6.718358038768529,877
1388,Mayo Chiki!,7.0,6.657724230254351,18675
1393,Softenni,7.0,5.804260218767991,1737
1408,Sakura Quest,7.0,6.862041145623235,2479
1411,Hidan no Aria,7.0,6.22069009748589,15592
1420,Nekogami Yaoyorozu,7.0,5.857025472473295,1217
1421,Soredemo Machi wa Mawatteiru,7.0,6.736671575846834,3395
1426,Aho Girl,7.0,6.4528098951331,7438
1432,Digimon Xros Wars,7.0,5.978482446206115,1766
1439,Ani ni Tsukeru Kusuri wa Nai!,7.0,6.456521739130435,966
1453,Fortune Arterial: Akai Yakusoku,7.0,6.071761750986724,8361
1454,Nobunaga no Shinobi: Ise Kanegasaki-hen,7.0,6.083044982698962,578
1460,Fireball,7.0,5.942018072289157,1328
1461,Suzumiya Haruhi no Yuuutsu (2009),7.0,6.452436729521103,26039
1462,Catman Series III,7.0,5.701863354037267,161
1463,Mirai Robo Daltanias,7.0,5.7727272727272725,44
1476,Yozakura Quartet,7.0,6.070689318492482,5121
1478,Hyakko,7.0,6.553181818181818,4400
1480,Dokkiri Doctor,7.0,6.285714285714286,35
1484,Onegai My Melody: Kuru Kuru Shuffle!,7.0,5.6923076923076925,156
1507,Rosario to Vampire Capu2,7.0,6.392604921056183,22231
1519,Kyou no 5 no 2 (TV),7.0,6.369103348937703,2777
1528,Asu no Yoichi!,7.0,6.25910080312242,13323
1534,Maria†Holic,7.0,6.444964678823722,12174
1539,Mashin Eiyuuden Wataru 2,7.0,5.2631578947368425,38
1542,Yume no Crayon Oukoku,7.0,5.830508474576271,59
1544,Arad Senki: Slap Up Party,7.0,5.881562881562882,819
1556,Papa to Odorou,7.0,5.787878787878788,66
1557,Akaneiro ni Somaru Saka,7.0,5.963373371679919,11822
1567,Kyouran Kazoku Nikki,7.0,6.468269230769231,2080
1573,Neo Angelique Abyss,7.0,5.962030716723549,2344
1574,Kamen no Maid Guy,7.0,6.249802994483845,3807
1579,D.C.II S.S.: Da Capo II Second Season,7.0,6.410721026802567,2649
1584,Macademi Wasshoi!,7.0,6.173486547085202,3568
1585,Nabari no Ou,7.0,6.596216642270015,8881
1592,Chou Hatsumei Boy Kanipan,7.0,5.538461538461538,39
1596,Ganbarist! Shun,7.0,6.592814371257485,167
1600,To LOVE-Ru,7.0,6.4985549132947975,20760
1605,Kemeko Deluxe!,7.0,5.933169834457388,3262
1607,Nogizaka Haruka no Himitsu,7.0,6.570624596364978,10839
1615,Kanokon,7.0,5.975165562913907,13892
1618,Garakuta-doori no Stain,7.0,6.522222222222222,90
1619,Kochira Katsushikaku Kameari Kouenmae Hashutsujo (TV),7.0,6.378378378378378,333
1629,Kannagi,7.0,6.782277042927858,12323
1632,Tetsuwan Birdy Decode,7.0,6.701844262295082,4880
1635,Seiyou Kottou Yougashiten: Antique,7.0,6.280224179343475,2498
1637,Slayers Revolution,7.0,6.3351455068756,3127
1641,Net Ghost Pipopa,7.0,5.26,50
1642,Norimono Oukoku BuBu ChaCha,7.0,5.84,50
1643,Masuda Kousuke Gekijou Gag Manga Biyori 3,7.0,6.4035087719298245,171
1645,Grimm Masterpiece Theater,7.0,5.656603773584906,265
1646,Grimm Masterpiece Theater II,7.0,5.6117647058823525,170
1648,Sekirei,7.0,6.531033335182206,18029
1655,Zero no Tsukaima: Princesses no Rondo,7.0,6.67363404539944,23921
1659,Usavich,7.0,5.984392419175028,897
1660,Usavich II,7.0,6.155585106382978,752
1694,Asobi ni Iku yo!,7.0,6.091246858266856,9151
1701,Princess Lover!,7.0,6.200278962914342,12188
1702,Sasameki Koto,7.0,6.387622149837133,3684
1703,Kämpfer,7.0,5.98,15750
1721,Kinnikuman II Sei: Ultimate Muscle,7.0,5.691318327974277,311
