anime_id,median,mean,my_status,title,title_english,title_japanese,title_synonyms,image_url,type,source,episodes,status,airing,aired_string,aired,duration,rating,score,scored_by,rank,popularity,members,favorites,background,premiered,broadcast,related,producer,licensor,studio,genre,opening_theme,ending_theme
4282,9.0,7.796775300171527,14575,Kara no Kyoukai 5: Mujun Rasen,the Garden of sinners Chapter 5: Paradox Paradigm,劇場版 空の境界 the Garden of sinners 第五章『矛盾螺旋』,"Kara no Kyoukai: The Garden of Sinners Movie 5, Borderline of Emptiness: Paradox Spiral, The Garden of Sinners: Paradox Paradigm",https://myanimelist.cdn-dena.com/images/anime/8/9246.jpg,Movie,Light novel,1,Finished Airing,False,"Aug 16, 2008","{'from': '2008-08-16', 'to': '2008-08-16'}",1 hr. 54 min.,R - 17+ (violence & profanity),8.63,78701,65.0,594,139495,2994,Includes claymation short which was shown before the movie in theaters.,,,"{'Adaptation': [{'mal_id': 2062, 'type': 'manga', 'url': 'https://myanimelist.net/manga/2062/Kara_no_Kyoukai__The_Garden_of_Sinners', 'title': 'Kara no Kyoukai: The Garden of Sinners'}], 'Prequel': [{'mal_id': 4280, 'type': 'anime', 'url': 'https://myanimelist.net/anime/4280/Kara_no_Kyoukai_4__Garan_no_Dou', 'title': 'Kara no Kyoukai 4: Garan no Dou'}], 'Sequel': [{'mal_id': 5204, 'type': 'anime', 'url': 'https://myanimelist.net/anime/5204/Kara_no_Kyoukai_6__Boukyaku_Rokuon', 'title': 'Kara no Kyoukai 6: Boukyaku Rokuon'}], 'Summary': [{'mal_id': 6624, 'type': 'anime', 'url': 'https://myanimelist.net/anime/6624/Kara_no_Kyoukai_Remix__Gate_of_Seventh_Heaven', 'title': 'Kara no Kyoukai Remix: Gate of Seventh Heaven'}], 'Other': [{'mal_id': 23697, 'type': 'anime', 'url': 'https://myanimelist.net/anime/23697/Kara_no_Kyoukai__Manner_Movies', 'title': 'Kara no Kyoukai: Manner Movies'}]}",Notes,Aniplex of America,ufotable,"Action, Mystery, Supernatural, Drama, Romance, Thriller",['none'],"['""Sprinter"" by Kalafina']"
164,9.0,7.794404020310946,38206,Mononoke Hime,Princess Mononoke,もののけ姫,Mononoke Hime,https://myanimelist.cdn-dena.com/images/anime/7/75919.jpg,Movie,Original,1,Finished Airing,False,"Jul 12, 1997","{'from': '1997-07-12', 'to': '1997-07-12'}",2 hr. 10 min.,PG-13 - Teens 13 or older,8.8,333730,29.0,79,507499,10689,"In 1997 the film won Best Japanese Movie, Best Animation and Japanese Movie Fans&#039; Choice awards during the 52nd Mainichi Film Awards. In 1998 the film won the Best Picture award during the 21st Japan Academy Awards.",,,[],"Tokuma Shoten, Nippon Television Network",GKIDS,Studio Ghibli,"Action, Adventure, Fantasy","['""Ashitaka Sekki (アシタカせっき; The Legend of Ashitaka)"" by Joe Hisaishi']","['""Mononoke Hime"" by Joe Hisaishi']"
11577,9.0,7.774252142816597,17617,Steins;Gate Movie: Fuka Ryouiki no Déjà vu,Steins;Gate: The Movie − Load Region of Déjà Vu,劇場版 シュタインズゲート 負荷領域のデジャヴ,Steins Gate Movie,https://myanimelist.cdn-dena.com/images/anime/3/50317.jpg,Movie,Visual novel,1,Finished Airing,False,"Apr 20, 2013","{'from': '2013-04-20', 'to': '2013-04-20'}",1 hr. 30 min.,PG-13 - Teens 13 or older,8.58,166598,75.0,232,282422,1417,The series won the 2013 Newtype Anime Awards for Best Anime Film.,,,"{'Adaptation': [{'mal_id': 62951, 'type': 'manga', 'url': 'https://myanimelist.net/manga/62951/Gekijouban_Steins_Gate__Fuka_Ryouiki_no_Déjà_vu', 'title': 'Gekijouban Steins;Gate: Fuka Ryouiki no Déjà vu'}], 'Prequel': [{'mal_id': 10863, 'type': 'anime', 'url': 'https://myanimelist.net/anime/10863/Steins_Gate__Oukoubakko_no_Poriomania', 'title': 'Steins;Gate: Oukoubakko no Poriomania'}]}","Frontier Works, Media Factory, Movic, AT-X, Kadokawa Pictures Japan, MAGES.",Funimation,White Fox,"Sci-Fi, Drama","['""Anata no Eranda Kono Toki wo (あなたの選んだこの時を)"" by Kanako Ito']","['""Itsumo Kono Basho de (いつもこの場所で)"" by Ayane']"
431,9.0,7.750441509340099,40203,Howl no Ugoku Shiro,Howl&#039;s Moving Castle,ハウルの動く城,,https://myanimelist.cdn-dena.com/images/anime/5/75810.jpg,Movie,Novel,1,Finished Airing,False,"Nov 20, 2004","{'from': '2004-11-20', 'to': '2004-11-20'}",1 hr. 57 min.,G - All Ages,8.73,334114,43.0,89,481313,9753,"Howl No Ugoku Shiro premiered at the Venice Film Festival in 2004 and was later released to Japanese theaters in November, making it one of only three Studio Ghibli films not to be released in July. In 2004 the film won the Osella Awards for Technical Achievement in the 61st Venice Film Festival, the Best Japanese Movie Overall in the Mainichi Film Awards and an Excellence Prize, Animation in the Japan Media Arts Festival.  In 2005 the film won the Animation of the Year in the Tokyo International Anime Fair and the Audience Award in the Maui Film Festival. In 2006 it was nominated for the Best Animated Feature in the 78th Academy Award, but lost to the movie Wallace and Gromit: The Curse of the Were-Rabbit.",,,[],"d-rights, Tokuma Shoten",Walt Disney Studios,Studio Ghibli,"Adventure, Drama, Fantasy, Romance","['""Sekai no Yakusoku (世界の約束; The Promise of the World)"" by Chieko Baisho']",[]
578,9.0,7.7301543166967885,21579,Hotaru no Haka,Grave of the Fireflies,火垂るの墓,Tombstone for Fireflies,https://myanimelist.cdn-dena.com/images/anime/7/75808.jpg,Movie,Novel,1,Finished Airing,False,"Apr 16, 1988","{'from': '1988-04-16', 'to': '1988-04-16'}",1 hr. 28 min.,PG-13 - Teens 13 or older,8.55,146968,83.0,284,245639,2921,"Hotaru no Haka is based on the 1967 semi-autobiographical short story of the same name by Akiyuki Nosaka, which is centered on his experiences during and after the American firebombing of Kobe in 1945, and was released as a double feature with My Neighbor Totoro.The movie has won several awards including the Japan Catholic Film Award in 1988, the Special Award in the 31st Blue Ribbon Awards in 1989, the Animation Jury and Rights of the Child Awards in the Chicago International Children&#039;s Film Festival in 1994, and the 1st Moscow International Children&#039;s and Youth&#039;s Film Festival Grand Prix in 1998.",,,[],,"ADV Films, Central Park Media, Sentai Filmworks",Studio Ghibli,"Drama, Historical","['""Setsuko and Seita"" by Michio Mamiya']","['""Futari"" by Michio Mamiya']"
5205,9.0,7.725461133069829,12144,Kara no Kyoukai 7: Satsujin Kousatsu (Kou),the Garden of sinners Chapter 7: Murder Speculation Part B,劇場版 空の境界 the Garden of sinners 第七章『殺人考察（後）』,"Kara no Kyoukai: The Garden of Sinners Movie 7, Borderline of Emptiness: Murder Speculation (Part 2), The Garden of Sinners: ...not nothing heart",https://myanimelist.cdn-dena.com/images/anime/9/56619.jpg,Movie,Light novel,1,Finished Airing,False,"Aug 8, 2009","{'from': '2009-08-08', 'to': '2009-08-08'}",2 hr. 1 min.,R - 17+ (violence & profanity),8.52,66674,94.0,707,120714,1446,Includes claymation short which was shown before the movie in theaters.,,,"{'Adaptation': [{'mal_id': 2062, 'type': 'manga', 'url': 'https://myanimelist.net/manga/2062/Kara_no_Kyoukai__The_Garden_of_Sinners', 'title': 'Kara no Kyoukai: The Garden of Sinners'}], 'Prequel': [{'mal_id': 5204, 'type': 'anime', 'url': 'https://myanimelist.net/anime/5204/Kara_no_Kyoukai_6__Boukyaku_Rokuon', 'title': 'Kara no Kyoukai 6: Boukyaku Rokuon'}], 'Sequel': [{'mal_id': 6954, 'type': 'anime', 'url': 'https://myanimelist.net/anime/6954/Kara_no_Kyoukai_8__Shuushou', 'title': 'Kara no Kyoukai 8: Shuushou'}], 'Other': [{'mal_id': 23697, 'type': 'anime', 'url': 'https://myanimelist.net/anime/23697/Kara_no_Kyoukai__Manner_Movies', 'title': 'Kara no Kyoukai: Manner Movies'}]}",Notes,Aniplex of America,ufotable,"Action, Mystery, Supernatural, Romance, Thriller",['none'],"['""Seventh Heaven"" by Kalafina']"
25537,9.0,7.697314049586777,1936,Fate/stay night Movie: Heaven&#039;s Feel - I. Presage Flower,Fate/stay night: Heaven&#039;s Feel - I. Presage Flower,劇場版「Fate/stay night [Heaven&#039;s Feel] Ⅰ.presage flower」,,https://myanimelist.cdn-dena.com/images/anime/5/87106.jpg,Movie,Visual novel,1,Finished Airing,False,"Oct 14, 2017","{'from': '2017-10-14', 'to': '2017-10-14'}",2 hr.,R - 17+ (violence & profanity),8.47,11235,118.0,853,103970,694,,,,"{'Adaptation': [{'mal_id': 88110, 'type': 'manga', 'url': 'https://myanimelist.net/manga/88110/Fate_stay_night__Heavens_Feel', 'title': 'Fate/stay night: Heaven&#039;s Feel'}], 'Alternative version': [{'mal_id': 356, 'type': 'anime', 'url': 'https://myanimelist.net/anime/356/Fate_stay_night', 'title': 'Fate/stay night'}, {'mal_id': 6922, 'type': 'anime', 'url': 'https://myanimelist.net/anime/6922/Fate_stay_night_Movie__Unlimited_Blade_Works', 'title': 'Fate/stay night Movie: Unlimited Blade Works'}, {'mal_id': 22297, 'type': 'anime', 'url': 'https://myanimelist.net/anime/22297/Fate_stay_night__Unlimited_Blade_Works', 'title': 'Fate/stay night: Unlimited Blade Works'}], 'Prequel': [{'mal_id': 11741, 'type': 'anime', 'url': 'https://myanimelist.net/anime/11741/Fate_Zero_2nd_Season', 'title': 'Fate/Zero 2nd Season'}], 'Sequel': [{'mal_id': 33049, 'type': 'anime', 'url': 'https://myanimelist.net/anime/33049/Fate_stay_night_Movie__Heavens_Feel_-_II_Lost_Butterfly', 'title': 'Fate/stay night Movie: Heaven&#039;s Feel - II. Lost Butterfly'}]}","Aniplex, Notes",Aniplex of America,ufotable,"Action, Fantasy, Magic, Supernatural",[],"['""Hana no Uta (花の唄)"" by Aimer']"
18617,9.0,7.675238795003674,2722,Girls & Panzer Movie,Girls und Panzer der Film,ガールズ&パンツァー 劇場版,Girls & Panzer Gekijouban,https://myanimelist.cdn-dena.com/images/anime/1776/91467.jpg,Movie,Original,1,Finished Airing,False,"Nov 21, 2015","{'from': '2015-11-21', 'to': '2015-11-21'}",2 hr.,PG-13 - Teens 13 or older,8.42,22674,155.0,1626,45725,763,"Winner of the 2016 ""Sanctuary"" Award at the Japan Movie Critics Awards. It also won the 2016 Seiun Award for Best Dramatic Presentation.",,,"{'Prequel': [{'mal_id': 14131, 'type': 'anime', 'url': 'https://myanimelist.net/anime/14131/Girls___Panzer', 'title': 'Girls & Panzer'}], 'Sequel': [{'mal_id': 32740, 'type': 'anime', 'url': 'https://myanimelist.net/anime/32740/Girls___Panzer_Movie_Specials', 'title': 'Girls & Panzer Movie Specials'}], 'Other': [{'mal_id': 33720, 'type': 'anime', 'url': 'https://myanimelist.net/anime/33720/Girls___Panzer_Movie__3-pun_Chotto_de_Wakaru_Girls___Panzer', 'title': 'Girls & Panzer Movie: 3-pun Chotto de Wakaru!! Girls & Panzer'}]}","Bandai Visual, Lantis, Movic, Showgate, Graphinica, Q-Tec, Hakuhodo DY Music &amp; Pictures, Hakuhodo DY Media Partners",Sentai Filmworks,Actas,"Sports, Military, School",[],"['""piece of youth"" by ChouCho']"
3784,9.0,7.659501426006127,18934,Evangelion: 2.0 You Can (Not) Advance,Evangelion: 2.0 You Can (Not) Advance,ヱヴァンゲリヲン新劇場版:破,"Evangelion Shin Gekijouban: Ha, Rebuild of Evangelion: 2.0 You Can (Not) Advance, Evangelion 2.22",https://myanimelist.cdn-dena.com/images/anime/5/74983.jpg,Movie,Original,1,Finished Airing,False,"Jul 27, 2009","{'from': '2009-07-27', 'to': '2009-07-27'}",1 hr. 52 min.,PG-13 - Teens 13 or older,8.44,141762,138.0,295,235868,2176,"Evangelion: 2.0 You Can (Not) Advance won first place in the animation category of the French Lyon Asian Film Festival, narrowly beating Symphony in August in an audience vote. It also won the Award of Excellence in the animation category at the 33rd Japan Academy Awards and, consequently, nominated for Animation of the Year at the same event in 2010.",,,"{'Alternative version': [{'mal_id': 30, 'type': 'anime', 'url': 'https://myanimelist.net/anime/30/Neon_Genesis_Evangelion', 'title': 'Neon Genesis Evangelion'}], 'Prequel': [{'mal_id': 2759, 'type': 'anime', 'url': 'https://myanimelist.net/anime/2759/Evangelion__10_You_Are_Not_Alone', 'title': 'Evangelion: 1.0 You Are (Not) Alone'}], 'Sequel': [{'mal_id': 3785, 'type': 'anime', 'url': 'https://myanimelist.net/anime/3785/Evangelion__30_You_Can_Not_Redo', 'title': 'Evangelion: 3.0 You Can (Not) Redo'}], 'Other': [{'mal_id': 32311, 'type': 'anime', 'url': 'https://myanimelist.net/anime/32311/Beautiful_World', 'title': 'Beautiful World'}]}","Gainax, KlockWorx",Funimation,Khara,"Action, Sci-Fi, Mecha",[],"['""Beautiful World -PLANiTb Acoustica Mix-"" by Hikaru Utada']"
28957,9.0,7.589584624922504,3226,Mushishi Zoku Shou: Suzu no Shizuku,,蟲師 続章: 鈴の雫,"Mushishi Tokubetsu-hen: Suzu no Shizuku, Mushishi: The Next Chapter - Drops of Bells",https://myanimelist.cdn-dena.com/images/anime/9/72689.jpg,Movie,Manga,1,Finished Airing,False,"May 16, 2015","{'from': '2015-05-16', 'to': '2015-05-16'}",47 min.,PG-13 - Teens 13 or older,8.71,22283,47.0,1432,55411,124,,,,"{'Adaptation': [{'mal_id': 418, 'type': 'manga', 'url': 'https://myanimelist.net/manga/418/Mushishi', 'title': 'Mushishi'}], 'Prequel': [{'mal_id': 24701, 'type': 'anime', 'url': 'https://myanimelist.net/anime/24701/Mushishi_Zoku_Shou_2nd_Season', 'title': 'Mushishi Zoku Shou 2nd Season'}]}","Aniplex, Kodansha, Delfi Sound",,Artland,"Adventure, Fantasy, Historical, Mystery, Seinen, Slice of Life, Supernatural","['""Shiver"" by Lucy Rose']","['""Suzu no Shizuku"" (鈴の雫) by Toshio Masuda']"
